,ID,YEAR,MONTH,REGION,DISTRICT,FACILITY,BCG,PENTA_1,PENTA_2,PENTA_3,MEASLES_1,OPV_4,DPT,TT_1,V_BLUECAP,V_REDCAP,PERIONDNAME
1883,1884,2016,July,North Bank West,Upper Niumi ,Albreda Min. Health Centre,29,24,42,44,50,79,36,14,25,114,July 2016
1884,1885,2016,July,Western 1,Kanifing Municipal ,ASB Private Clinic,170,101,108,107,90,111,21,17,152,183,July 2016
1885,1886,2016,July,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,102,90,54,107,102,184,80,13,59,186,July 2016
1886,1887,2016,July,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,123,65,67,58,87,100,62,,95,132,July 2016
1887,1888,2016,July,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,12,42,July 2016
1888,1889,2016,July,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,92,81,71,71,70,138,80,35,92,139,July 2016
1889,1890,2016,July,Western 1,Kombo North ,Banjulnding Min. Health Centre,180,188,176,158,106,106,154,46,140,196,July 2016
1890,1891,2016,July,Central River,Upper Fulladou West ,Bansang RCH Clinic,142,138,183,151,190,343,166,50,158,366,July 2016
1891,1892,2016,July,Upper River ,Basse ,Basse Maj. Health Centre,241,200,184,206,321,409,165,247,153,151,July 2016
1892,1893,2016,July,Western 2,Kombo Central ,Brikama Maj. Health centre,318,394,434,398,362,570,374,114,283,799,July 2016
1893,1894,2016,July,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,102,115,105,106,157,156,159,44,90,270,July 2016
1894,1895,2016,July,Western 1,Kombo North ,Brufut Min. Health Centre,47,60,86,90,69,103,34,9,83,95,July 2016
1895,1896,2016,July,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,250,239,353,316,300,472,215,92,338,484,July 2016
1896,1897,2016,July,Lower River ,Jarra East ,Bureng Min. Health Centre,42,37,48,65,44,75,19,18,42,160,July 2016
1897,1898,2016,July,Central River,Nianija,Chamen Min. Health Centre,47,24,34,47,31,75,40,40,34,105,July 2016
1898,1899,2016,July,Central River,Niamina Dankunku,Dankunku Min. Health Centre,24,48,54,47,48,151,75,7,42,89,July 2016
1899,1900,2016,July,Upper River ,Jimara ,Demba Kunda Kuta Village OPD,,,,,,,,,,,July 2016
1900,1901,2016,July,Upper River ,Sandu ,Diabugu Min. Health Centre,67,75,68,85,,204,,,98,327,July 2016
1901,1902,2016,July,North Bank West,Lower Niumi ,Essau Major Health Centre,100,123,140,144,113,233,175,37,133,342,July 2016
1902,1903,2016,July,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,232,315,356,347,355,675,330,73,281,475,July 2016
1903,1904,2016,July,North Bank East ,Upper Badibu ,Fara Fenni RCH,121,94,147,139,123,216,74,50,119,198,July 2016
1904,1905,2016,July,Western 2,Kombo South ,Farato Village OPD,102,113,126,136,126,227,221,23,206,221,July 2016
1905,1906,2016,July,Upper River ,Kantora ,Fatoto Min. Health Centre,81,82,67,72,82,144,52,25,57,92,July 2016
1906,1907,2016,July,Upper River ,Jimara ,Gambisara Min. Health Centre,176,115,138,131,179,301,,42,117,371,July 2016
1907,1908,2016,July,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,25,30,19,29,36,50,53,11,26,45,July 2016
1908,1909,2016,July,Western 2,Kombo South ,Gunjur Min. Health Centre,101,111,165,135,144,298,145,21,119,259,July 2016
1909,1910,2016,July,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,43,44,54,68,55,83,54,10,44,149,July 2016
1910,1911,2016,July,Western 1,Kanifing Municipal ,INB Seena Private Clinic,30,29,37,44,34,36,,24,,,July 2016
1911,1912,2016,July,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,20,23,35,38,28,28,25,4,10,42,July 2016
1912,1913,2016,July,Western 2,Kombo East ,Kafuta Min. Health Centre,96,108,89,84,115,214,82,9,110,283,July 2016
1913,1914,2016,July,Lower River ,Kiang East ,Kaiaf Village OPD,26,26,33,31,25,52,33,5,,,July 2016
1914,1915,2016,July,Central River,Lower Saloum,Kaur Minor Health Centre,86,89,118,93,116,217,97,,75,191,July 2016
1915,1916,2016,July,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,32,59,55,77,58,131,,18,57,250,July 2016
1916,1917,2016,July,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,67,66,66,65,64,115,51,16,49,281,July 2016
1917,1918,2016,July,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,17,11,11,16,15,27,14,4,,78,July 2016
1918,1919,2016,July,Upper River ,Kantora ,Koina Community Health Centre,30,32,17,29,47,86,30,9,35,71,July 2016
1919,1920,2016,July,Central River,Niamina East ,Kudang Min. Health Centre,64,85,85,88,66,103,30,15,133,162,July 2016
1920,1921,2016,July,Central River,Niani ,Kuntaur Maj. Health Centre,106,84,111,106,104,229,141,48,128,273,July 2016
1921,1922,2016,July,North Bank West,Jokadu ,Kuntaya Min. Health Centre,84,76,92,86,81,103,123,18,94,972,July 2016
1922,1923,2016,July,Lower River ,Kiang Central ,Kwinella Min. Health Centre,29,33,48,42,37,60,23,13,47,122,July 2016
1923,1924,2016,July,Western 1,Banjul City ,Leman Street RCH Clinic ,37,29,33,28,35,60,,5,21,27,July 2016
1924,1925,2016,July,North Bank West,Lower Niumi ,Madina Sering Mass Village OPD,,,,,,,,,,,July 2016
1925,1926,2016,July,Western 1,Kanifing Municipal ,Mbowen Private clinic,10,28,19,13,16,16,8,10,25,31,July 2016
1926,1927,2016,July,Western 1,Kanifing Municipal ,New Jeshwang Clinic,12,38,31,39,38,38,18,7,,,July 2016
1927,1928,2016,July,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,41,44,44,37,51,107,69,13,60,171,July 2016
1928,1929,2016,July,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,21,19,28,23,22,50,19,3,33,68,July 2016
1929,1930,2016,July,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,11,40,39,43,62,85,31,15,39,84,July 2016
1930,1931,2016,July,Western 1,Banjul City ,RVTH Polyclinic ,40,52,52,55,69,91,40,,56,104,July 2016
1931,1932,2016,July,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,23,19,27,39,41,87,39,9,19,101,July 2016
1932,1933,2016,July,Central River,Sami ,Sami Karantaba Min. Health Center,36,44,49,34,46,43,58,12,47,262,July 2016
1933,1934,2016,July,Western 2,Kombo South ,Sanyang Community Clinic,63,114,94,132,74,161,77,22,81,171,July 2016
1934,1935,2016,July,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,21,21,22,27,16,44,20,5,19,79,July 2016
1935,1936,2016,July,Western 1,Kanifing Municipal ,Serekunda General Hospital,,,,,,,,14,,,July 2016
1936,1937,2016,July,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,137,219,178,210,211,364,162,62,213,303,July 2016
1937,1938,2016,July,Western 1,Kanifing Municipal ,Sharab medical centre,1,,4,3,2,1,2,,,4,July 2016
1938,1939,2016,July,Western 1,Kombo North ,Sinchu Baliya Village OPD,,,,,,,,,,,July 2016
1939,1940,2016,July,Lower River ,Jarra West ,Soma Maj. Health Center,95,93,95,121,105,237,70,25,100,283,July 2016
1940,1941,2016,July,Western 1,Kanifing Municipal ,SOS Bakoteh NGO Clinic,54,76,76,68,118,283,74,37,173,215,July 2016
1941,1942,2016,July,Western 1,Kombo North ,Sukuta Min. Health Centre,166,203,242,231,271,438,,56,242,390,July 2016
1942,1943,2016,July,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,14,29,33,25,15,41,15,,17,98,July 2016
1943,1944,2016,July,Upper River ,Wuli West ,Yorobawol Min. Health Centre,73,51,55,48,102,100,60,20,100,280,July 2016
1944,1945,2016,July,Western 1,Kombo North ,Yundum Village OPD,70,69,71,71,72,119,62,5,71,129,July 2016
1945,1946,2016,August,North Bank West,Upper Niumi ,Albreda Min. Health Centre,19,32,33,35,41,72,38,10,27,98,August 2016
1946,1947,2016,August,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,118,78,58,97,127,200,61,33,86,271,August 2016
1947,1948,2016,August,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,43,54,36,45,73,102,47,31,41,108,August 2016
1948,1949,2016,August,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,2,33,August 2016
1949,1950,2016,August,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,93,55,73,80,97,190,65,34,81,104,August 2016
1950,1951,2016,August,Western 1,Kombo North ,Banjulnding Min. Health Centre,82,141,143,190,192,192,121,48,159,275,August 2016
1951,1952,2016,August,Central River,Upper Fulladou West ,Bansang RCH Clinic,132,169,168,170,196,411,210,50,183,430,August 2016
1952,1953,2016,August,Upper River ,Basse ,Basse Maj. Health Centre,214,182,219,205,248,480,158,169,120,67,August 2016
1953,1954,2016,August,Western 2,Foni Bondali ,Bondali Health Post,,,,,,,,,,,August 2016
1954,1955,2016,August,Western 2,Kombo Central ,Brikama Maj. Health centre,336,436,453,444,553,994,554,147,495,961,August 2016
1955,1956,2016,August,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,131,111,94,90,151,151,114,35,116,327,August 2016
1956,1957,2016,August,Western 1,Kombo North ,Brufut Min. Health Centre,39,79,126,126,99,183,84,22,90,181,August 2016
1957,1958,2016,August,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,365,233,235,309,326,320,213,217,298,607,August 2016
1958,1959,2016,August,Lower River ,Jarra East ,Bureng Min. Health Centre,34,55,52,58,64,135,58,21,45,258,August 2016
1959,1960,2016,August,Central River,Nianija,Chamen Min. Health Centre,35,21,29,30,45,101,10,15,42,70,August 2016
1960,1961,2016,August,Central River,Niamina Dankunku,Dankunku Min. Health Centre,19,37,51,59,29,64,84,,65,135,August 2016
1961,1962,2016,August,Upper River ,Sandu ,Diabugu Min. Health Centre,76,60,69,73,92,161,64,36,8,14,August 2016
1962,1963,2016,August,North Bank West,Lower Niumi ,Essau Major Health Centre,83,115,133,149,158,307,142,47,91,326,August 2016
1963,1964,2016,August,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,230,320,305,390,396,756,360,88,341,574,August 2016
1964,1965,2016,August,North Bank East ,Upper Badibu ,Fara Fenni RCH,108,75,101,141,173,285,86,44,163,220,August 2016
1965,1966,2016,August,Western 2,Kombo South ,Farato Village OPD,52,70,92,98,105,183,156,16,68,240,August 2016
1966,1967,2016,August,Upper River ,Kantora ,Fatoto Min. Health Centre,76,100,83,98,124,124,74,20,37,84,August 2016
1967,1968,2016,August,Upper River ,Jimara ,Gambisara Min. Health Centre,108,108,100,109,170,274,96,65,87,344,August 2016
1968,1969,2016,August,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,30,37,28,24,35,53,20,10,15,,August 2016
1969,1970,2016,August,Western 2,Kombo South ,Gunjur Min. Health Centre,103,133,130,140,161,275,130,23,98,286,August 2016
1970,1971,2016,August,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,36,41,44,54,44,44,36,7,55,205,August 2016
1971,1972,2016,August,Western 1,Kanifing Municipal ,INB Seena Private Clinic,,19,10,21,24,33,,20,7,,August 2016
1972,1973,2016,August,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,35,30,50,28,53,106,29,8,40,151,August 2016
1973,1974,2016,August,Western 2,Kombo East ,Kafuta Min. Health Centre,87,100,75,68,64,114,57,13,81,189,August 2016
1974,1975,2016,August,Lower River ,Kiang East ,Kaiaf Village OPD,23,19,27,34,40,73,21,6,23,103,August 2016
1975,1976,2016,August,Central River,Lower Saloum,Kaur Minor Health Centre,113,106,104,106,156,160,88,28,56,270,August 2016
1976,1977,2016,August,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,37,44,57,57,67,139,,21,53,194,August 2016
1977,1978,2016,August,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,64,59,56,52,56,80,69,22,60,133,August 2016
1978,1979,2016,August,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,20,12,18,15,20,35,16,,,26,August 2016
1979,1980,2016,August,Upper River ,Kantora ,Koina Community Health Centre,40,32,28,27,62,101,20,13,19,65,August 2016
1980,1981,2016,August,Central River,Niamina East ,Kudang Min. Health Centre,76,72,74,96,79,76,57,24,152,107,August 2016
1981,1982,2016,August,Central River,Niani ,Kuntaur Maj. Health Centre,75,82,98,124,122,125,133,35,92,248,August 2016
1982,1983,2016,August,North Bank West,Jokadu ,Kuntaya Min. Health Centre,57,75,80,88,96,83,59,20,78,797,August 2016
1983,1984,2016,August,Lower River ,Kiang Central ,Kwinella Min. Health Centre,33,32,24,27,40,61,28,15,50,91,August 2016
1984,1985,2016,August,Western 1,Banjul City ,Leman Street RCH Clinic ,25,34,31,32,34,56,21,9,26,37,August 2016
1985,1986,2016,August,Western 1,Kanifing Municipal ,Mbowen Private clinic,10,18,28,10,15,15,15,19,22,23,August 2016
1986,1987,2016,August,Lower River ,Kiang West ,MRC Keneba,7,10,9,14,10,19,9,,11,13,August 2016
1987,1988,2016,August,North Bank West,Lower Niumi ,Ndungu Kebba NGO Health Centre,15,24,25,31,37,67,30,7,18,91,August 2016
1988,1989,2016,August,Western 1,Kanifing Municipal ,New Jeshwang Clinic,33,25,46,45,49,78,25,17,100,61,August 2016
1989,1990,2016,August,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,31,28,49,58,66,124,42,13,29,78,August 2016
1990,1991,2016,August,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,26,29,26,29,23,75,50,5,32,109,August 2016
1991,1992,2016,August,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,31,32,40,40,61,111,,21,49,78,August 2016
1992,1993,2016,August,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,22,160,August 2016
1993,1994,2016,August,Western 1,Banjul City ,RVTH Polyclinic ,60,70,70,70,99,158,60,24,60,116,August 2016
1994,1995,2016,August,Central River,Lower Fulladou West ,Saint Lazarus NGO Clinic,,,,,,,,,,,August 2016
1995,1996,2016,August,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,13,23,23,24,36,69,35,9,38,25,August 2016
1996,1997,2016,August,Central River,Sami ,Sami Karantaba Min. Health Center,32,45,30,34,56,56,25,10,45,238,August 2016
1997,1998,2016,August,Western 2,Kombo South ,Sanyang Community Clinic,110,130,145,115,134,220,101,34,121,311,August 2016
1998,1999,2016,August,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,16,19,18,23,34,34,29,2,26,58,August 2016
1999,2000,2016,August,Western 1,Kanifing Municipal ,Serekunda General Hospital,,,,,,,,14,,,August 2016
2000,2001,2016,August,Western 1,Kanifing Municipal ,Sharab medical centre,4,,2,4,,3,,1,,3,August 2016
2001,2002,2016,August,Western 1,Kombo North ,Sinchu Baliya Village OPD,,,,,,,,,,,August 2016
2002,2003,2016,August,Western 2,Foni Jarrol ,Sintet Health Centre,26,23,17,20,36,66,10,4,20,43,August 2016
2003,2004,2016,August,Lower River ,Jarra West ,Soma Maj. Health Center,69,92,96,79,123,196,78,23,107,219,August 2016
2004,2005,2016,August,Western 1,Kombo North ,Sukuta Min. Health Centre,119,187,183,194,223,365,192,65,170,430,August 2016
2005,2006,2016,August,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,14,14,36,32,15,34,25,11,22,195,August 2016
2006,2007,2016,August,Upper River ,Wuli West ,Yorobawol Min. Health Centre,103,63,69,53,83,83,59,16,33,93,August 2016
2007,2008,2016,August,Western 1,Kombo North ,Yundum Village OPD,56,59,83,70,64,102,67,11,62,121,August 2016
2008,2009,2016,September,North Bank West,Upper Niumi ,Albreda Min. Health Centre,22,35,28,29,41,60,18,3,94,100,September 2016
2009,2010,2016,September,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,121,74,87,63,142,221,78,24,70,53,September 2016
2010,2011,2016,September,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,125,69,66,57,82,135,53,31,74,157,September 2016
2011,2012,2016,September,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,2,29,September 2016
2012,2013,2016,September,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,89,68,65,63,83,189,63,15,83,101,September 2016
2013,2014,2016,September,Western 1,Kombo North ,Banjulnding Min. Health Centre,139,134,139,167,167,278,93,58,145,284,September 2016
2014,2015,2016,September,Central River,Upper Fulladou West ,Bansang RCH Clinic,128,120,163,177,139,262,116,42,91,231,September 2016
2015,2016,2016,September,Upper River ,Basse ,Basse Maj. Health Centre,195,183,216,197,204,204,146,90,68,306,September 2016
2016,2017,2016,September,Western 2,Kombo Central ,Brikama Maj. Health centre,329,321,381,375,401,731,337,95,389,811,September 2016
2017,2018,2016,September,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,129,101,84,109,147,254,108,26,99,324,September 2016
2018,2019,2016,September,Western 1,Kombo North ,Brufut Min. Health Centre,102,68,94,88,84,131,44,21,91,146,September 2016
2019,2020,2016,September,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,393,210,214,209,343,637,297,131,409,1097,September 2016
2020,2021,2016,September,Lower River ,Jarra East ,Bureng Min. Health Centre,56,51,52,67,60,104,38,18,50,161,September 2016
2021,2022,2016,September,Central River,Nianija,Chamen Min. Health Centre,25,43,31,28,24,21,22,6,33,43,September 2016
2022,2023,2016,September,Central River,Niamina Dankunku,Dankunku Min. Health Centre,22,31,31,47,36,48,31,5,25,124,September 2016
2023,2024,2016,September,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,33,153,September 2016
2024,2025,2016,September,Upper River ,Sandu ,Diabugu Min. Health Centre,82,61,51,59,90,141,77,14,51,303,September 2016
2025,2026,2016,September,North Bank West,Lower Niumi ,Essau Major Health Centre,117,89,117,125,124,132,62,37,93,253,September 2016
2026,2027,2016,September,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,273,161,257,257,291,512,250,50,270,600,September 2016
2027,2028,2016,September,North Bank East ,Upper Badibu ,Fara Fenni RCH,93,99,85,102,133,199,62,38,103,323,September 2016
2028,2029,2016,September,Western 2,Kombo South ,Farato Village OPD,75,45,59,92,99,151,51,32,111,151,September 2016
2029,2030,2016,September,Upper River ,Kantora ,Fatoto Min. Health Centre,89,87,78,80,135,128,53,20,60,136,September 2016
2030,2031,2016,September,Upper River ,Jimara ,Gambisara Min. Health Centre,119,143,112,125,156,258,120,,71,236,September 2016
2031,2032,2016,September,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,49,32,25,32,42,62,,10,22,13,September 2016
2032,2033,2016,September,Western 2,Kombo South ,Gunjur Min. Health Centre,108,104,104,102,105,181,98,22,125,134,September 2016
2033,2034,2016,September,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,36,36,41,40,60,124,54,18,45,113,September 2016
2034,2035,2016,September,Western 1,Kanifing Municipal ,INB Seena Private Clinic,27,13,27,21,35,41,,8,18,,September 2016
2035,2036,2016,September,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,11,40,38,48,46,81,35,8,17,131,September 2016
2036,2037,2016,September,Western 2,Kombo East ,Kafuta Min. Health Centre,100,99,98,92,86,149,63,12,52,204,September 2016
2037,2038,2016,September,Lower River ,Kiang East ,Kaiaf Village OPD,30,32,31,33,46,71,25,5,40,86,September 2016
2038,2039,2016,September,Central River,Lower Saloum,Kaur Minor Health Centre,82,81,100,56,65,127,30,18,79,204,September 2016
2039,2040,2016,September,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,55,37,32,54,83,117,52,16,55,187,September 2016
2040,2041,2016,September,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,58,54,52,50,50,74,38,16,60,151,September 2016
2041,2042,2016,September,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,5,7,14,17,25,73,48,7,7,236,September 2016
2042,2043,2016,September,Upper River ,Kantora ,Koina Community Health Centre,56,17,20,13,50,79,19,6,11,120,September 2016
2043,2044,2016,September,Central River,Niamina East ,Kudang Min. Health Centre,9,70,69,72,91,143,49,20,197,150,September 2016
2044,2045,2016,September,Central River,Niani ,Kuntaur Maj. Health Centre,61,104,93,98,136,249,80,24,93,278,September 2016
2045,2046,2016,September,North Bank West,Jokadu ,Kuntaya Min. Health Centre,82,84,78,89,90,148,64,10,42,454,September 2016
2046,2047,2016,September,Lower River ,Kiang Central ,Kwinella Min. Health Centre,43,38,39,28,27,45,32,19,30,168,September 2016
2047,2048,2016,September,North Bank West,Lower Niumi ,Madina Sering Mass Village OPD,,,,,,,,,,,September 2016
2048,2049,2016,September,Western 1,Kanifing Municipal ,Mbowen Private clinic,28,26,17,25,22,22,7,8,33,,September 2016
2049,2050,2016,September,Lower River ,Kiang West ,MRC Keneba,5,5,7,6,11,12,7,2,11,17,September 2016
2050,2051,2016,September,Western 1,Kanifing Municipal ,New Jeshwang Clinic,24,13,25,33,31,57,24,5,30,26,September 2016
2051,2052,2016,September,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,45,27,30,53,57,110,26,18,78,697,September 2016
2052,2053,2016,September,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,31,21,18,18,27,48,20,6,12,78,September 2016
2053,2054,2016,September,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,41,28,28,38,49,60,,15,17,52,September 2016
2054,2055,2016,September,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,19,43,September 2016
2055,2056,2016,September,Western 1,Banjul City ,RVTH Polyclinic ,58,38,44,58,43,82,40,,61,120,September 2016
2056,2057,2016,September,Central River,Lower Fulladou West ,Saint Lazarus NGO Clinic,,,,,,,,,,,September 2016
2057,2058,2016,September,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,30,18,20,26,35,57,27,6,15,331,September 2016
2058,2059,2016,September,Central River,Sami ,Sami Karantaba Min. Health Center,24,40,50,44,65,65,28,14,21,146,September 2016
2059,2060,2016,September,Western 2,Kombo South ,Sanyang Community Clinic,113,106,115,108,123,216,80,,79,131,September 2016
2060,2061,2016,September,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,13,22,15,20,28,48,24,2,23,345,September 2016
2061,2062,2016,September,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,280,173,166,183,242,242,138,54,313,514,September 2016
2062,2063,2016,September,Western 1,Kanifing Municipal ,Sharab medical centre,3,6,,3,3,1,1,,2,,September 2016
2063,2064,2016,September,Western 2,Foni Jarrol ,Sintet Health Centre,25,12,24,25,19,41,12,6,13,30,September 2016
2064,2065,2016,September,Lower River ,Jarra West ,Soma Maj. Health Center,69,87,94,91,98,141,35,18,98,142,September 2016
2065,2066,2016,September,Western 1,Kombo North ,Sukuta Min. Health Centre,201,252,175,239,116,260,138,43,182,317,September 2016
2066,2067,2016,September,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,11,21,14,34,22,31,9,2,19,53,September 2016
2067,2068,2016,September,Upper River ,Wuli West ,Yorobawol Min. Health Centre,120,78,65,61,88,120,47,24,51,230,September 2016
2068,2069,2016,September,Western 1,Kombo North ,Yundum Village OPD,70,41,50,55,67,100,42,18,54,98,September 2016
2069,2070,2016,October,North Bank West,Upper Niumi ,Albreda Min. Health Centre,43,14,30,36,33,53,21,9,44,179,October 2016
2070,2071,2016,October,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,154,54,77,71,76,76,36,,20,53,October 2016
2071,2072,2016,October,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,113,81,76,70,113,180,58,,78,165,October 2016
2072,2073,2016,October,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,,7,October 2016
2073,2074,2016,October,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,127,98,68,59,124,182,60,25,61,110,October 2016
2074,2075,2016,October,Western 1,Kombo North ,Banjulnding Min. Health Centre,179,103,138,169,155,241,90,56,200,262,October 2016
2075,2076,2016,October,Central River,Upper Fulladou West ,Bansang RCH Clinic,197,124,122,170,170,317,162,50,166,764,October 2016
2076,2077,2016,October,Upper River ,Basse ,Basse Maj. Health Centre,367,192,210,226,419,642,230,76,67,158,October 2016
2077,2078,2016,October,Western 2,Kombo Central ,Brikama Maj. Health centre,411,286,343,436,491,834,302,139,385,957,October 2016
2078,2079,2016,October,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,159,116,92,102,161,292,120,48,100,271,October 2016
2079,2080,2016,October,Western 1,Kombo North ,Brufut Min. Health Centre,90,57,68,84,103,166,63,27,81,137,October 2016
2080,2081,2016,October,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,444,188,202,243,367,547,133,85,311,549,October 2016
2081,2082,2016,October,Lower River ,Jarra East ,Bureng Min. Health Centre,72,40,53,63,42,94,40,22,45,69,October 2016
2082,2083,2016,October,Central River,Nianija,Chamen Min. Health Centre,49,20,14,10,33,51,,9,15,30,October 2016
2083,2084,2016,October,Central River,Niamina Dankunku,Dankunku Min. Health Centre,37,25,29,33,49,49,20,13,30,26,October 2016
2084,2085,2016,October,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,20,90,October 2016
2085,2086,2016,October,Upper River ,Sandu ,Diabugu Min. Health Centre,105,80,75,73,97,155,68,19,65,204,October 2016
2086,2087,2016,October,North Bank West,Lower Niumi ,Essau Major Health Centre,168,90,116,127,151,262,,43,115,217,October 2016
2087,2088,2016,October,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,331,165,163,278,351,641,270,83,357,824,October 2016
2088,2089,2016,October,North Bank East ,Upper Badibu ,Fara Fenni RCH,183,94,111,101,120,120,77,35,103,106,October 2016
2089,2090,2016,October,Western 2,Kombo South ,Farato Village OPD,82,59,55,78,84,146,,19,64,153,October 2016
2090,2091,2016,October,North Bank West,Lower Niumi ,Fass Njaga Choi Village OPD,,,,,,,,,64,161,October 2016
2091,2092,2016,October,Upper River ,Kantora ,Fatoto Min. Health Centre,85,90,85,125,177,253,101,30,135,149,October 2016
2092,2093,2016,October,Upper River ,Jimara ,Gambisara Min. Health Centre,236,96,151,128,207,382,98,46,125,987,October 2016
2093,2094,2016,October,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,60,30,27,33,36,70,24,13,30,63,October 2016
2094,2095,2016,October,Western 2,Kombo South ,Gunjur Min. Health Centre,150,119,107,140,168,271,114,46,90,164,October 2016
2095,2096,2016,October,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,41,35,36,44,56,56,68,10,36,94,October 2016
2096,2097,2016,October,Western 1,Kanifing Municipal ,INB Seena Private Clinic,38,13,22,30,19,25,,,15,,October 2016
2097,2098,2016,October,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,43,27,36,38,46,87,37,6,38,294,October 2016
2098,2099,2016,October,Western 2,Kombo East ,Kafuta Min. Health Centre,90,113,87,81,76,147,71,24,94,181,October 2016
2099,2100,2016,October,Lower River ,Kiang East ,Kaiaf Village OPD,43,25,27,28,30,47,26,12,50,89,October 2016
2100,2101,2016,October,Central River,Lower Saloum,Kaur Minor Health Centre,202,119,116,120,142,198,33,45,85,229,October 2016
2101,2102,2016,October,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,45,29,35,36,50,98,55,9,31,140,October 2016
2102,2103,2016,October,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,53,52,51,49,58,87,9,12,39,167,October 2016
2103,2104,2016,October,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,8,8,4,8,15,15,16,3,17,33,October 2016
2104,2105,2016,October,Upper River ,Kantora ,Koina Community Health Centre,52,40,31,29,51,122,50,6,8,105,October 2016
